"name","airplay_count","shows_count"
"Cro Magnum",2,0
"Oneup2lovett",2,0
"陵梦",2,0
"Patrick Wilson",2,0
"Modest Mouse",2,65
"Argent",2,0
"Jens Inge Bertil Johansson",2,0
"Santi Robles",2,0
"Delirio Mix",2,0
"Ritm Side",2,0
"Nuevo Regimen",2,0
"Jimin",2,0
"Stephanie Adler",2,0
"Mac Daddy Jew",2,0
"DJ MAKIDAI",2,0
"Dj Pepons",2,0
"Yolanda Be Cool",2,0
"Aleister",2,0
"Spencer Davis Group",2,0
"Eros Ramazzotti",2,2
"Keith Richards",2,0
"Steve Wariner",2,0
"Marciano",2,0
"Las Atlixqueñas",2,0
"Aquagen",2,0
"David Isaac Feldstein",2,0
"Black Oak Arkansas",2,2
"Sizzla",2,4
"Rowan Atkinson",2,0
"Cary Barlowe",2,0
"Aldo Nova",2,4
"Simp City",2,0
"Dj Lethal187",2,0
"Pat Rich",2,0
"&friends",2,0
"Magdy Haddad",2,0
"Queensryche",2,49
"Casey Donahew & Cody Johnson",2,0
"Jorge Luis Sosa",2,0
"Sevenn",2,0
"ThomyDomé",2,0
"Furzs",2,0
"Praso",2,0
"Da Brat",2,0
"Tombs",2,0
"Lobo",2,0
"Chiky Dee Jay",2,0
"Grupo Alto Rango",2,0
"Royale'",2,0
"Foxy Brown",2,0
"Tejas Brothers",2,1
"Spirit",2,0
"Bousmara Division N°1",2,0
"Silk",2,5
"Ayşe Önder",2,0
"Hanson",2,2
"Jevon Dewand",2,0
"Lindsay Tomasic",2,0
"Ilussion 6",2,0
"Kumaar",2,0
"Jon Bon Jovi",2,1
"Torrian Ball",2,0
"Beto quintanilla",2,0
"Mike Mancy",2,0
"The Alternative Strike",2,0
"Dj Yayo",2,0
"Los Hermanos Plata",2,0
"Vanity Fare",2,0
"Ghostown DJs",2,0
"Moe Bux",2,0
"Shabooya Baby",2,0
"L.o.c.",2,0
"Breakfast Club",2,4
"E. Hood",2,0
"Pastor Mike Jr.",2,2
"Mark Ambor",2,23
"The Contraband",2,0
"Los Sepultureros",2,0
"Seventeen",2,1
"C-Clown",2,0
"Boro",2,0
"John Berry",2,7
"Steve Miller",2,0
"Kevin Paez",2,0
"Sin Bandera",2,3
"Mode Division",2,0
"The Lovin' Spoonful",2,5
"HollyHood Bay Bay",2,0
"Tamela Mann",2,12
"En Honor A Juan Pablo II",2,0
"Jonathan Elias",2,0
"Teon Blann",2,0
"Mark Greenwood",2,0
"David y Fernando",2,0
"Michael Briguglio",2,0
"Elzeith",2,0
"Pure Prairie League",2,18
"Republica",2,4
"Banda R-15",2,0
"Dj Javi",2,0
"DJ LIFE",2,0
"Seth Van Dover",2,0
"Lucas Jagneaux & the Roadshow",2,0
"Vallenato",2,0
"Florin Gindu",2,0
"Tim Devine",2,0
"Neitan",2,0
"DJ GREENTHUMB",2,0
"Rock Classic Hits AllStars",2,0
"Kai Kramosta",2,0
"Slaughter",2,9
"Mike Morato",2,0
"Banda El Pueblito",2,0
"Björn Ulvaeus",2,0
"Tiranos Del Norte",2,0
"Norki Reyes",2,0
"Alvaro Vela",2,0
"Better Than Ezra",2,14
"Cela Harper",2,0
"Tre Ridah",2,0
"Laury Villalba",2,0
"Fran Vigari DJ",2,0
"Iron Butterfly",2,0
"Vivian Green",2,2
"Hareball",2,0
"Mr.Tac",2,0
"Byron Cage",2,0
"Omega El Fuerte",2,0
"Christopher James Dececio",2,0
"Gladdest",2,0
"AdAstraJulian",2,0
"Nati Cano's Mariachi Los Camperos",2,0
"Skip Marley",2,2
"Human League",2,0
"The Mavericks",2,70
"Phuong Vu",2,0
"Tag Team",2,6
"Felix Andino",2,0
"The Time",2,0
"Natalie Merchant",2,8
"Cizo Montana",2,0
"Carter Faith",2,21
"August 31st",2,0
"YOUNG POSSE",2,0
"Mati Guerra",2,0
"B Lou",2,0
"Ramon Ayala",2,23
"Johnny Salami",2,0
"Dawn Penn",2,4
"Antonio Zamora",2,0
"M/A/R/R/S",2,0
"Horseshoe Gang",2,0
"Alkpote",2,0
"Heather Headley",2,1
"Mtv Riff Raff",2,0
"Don Dirty",2,0
"Four Tops",2,17
"Kenjisama",2,0
"Isaac Hayes",2,0
"King Clave",2,3
"Sonido Cumbia",2,0
"Hd4president",2,0
"Jere Gines",2,0
"Dave Edmunds",2,0
"Jashon Cuyler",2,0
"The Gregg Allman Band",2,0
"Disturbed",2,59
"August Alsina",2,0
"Jeff Beck",2,0
"Kiko Nieto",2,0
"Baby Rasta & Gringo",2,0
"Los Solitarios",2,0
"Sarah Reeves",2,0
"Natalia Jiménez",2,11
"Linda McCartney",2,0
"Andrew Michael Britton",2,0
"Humor",2,0
"DJ Razor",2,0
"Paul Overstreet",2,0
"Cory Michael",2,0
"Mike Graham",2,0
"Brand X Music",2,0
"T.Z.3",2,0
"Death & Taxes",2,0
"Method Man",2,2
"Los Barón De Apodaca",2,0
"Julian Sotelo",2,0
"Cean Murq",2,0
"John Martin",2,0
"Ruff Ryders",2,0
"James Fortune",2,3
"Jane Child",2,0
"Marcel Cartier",2,0
"Greg Tannen",2,0
"Dave Perez",2,0
"Desloc Piccalo",2,0
"Jim Condelli",2,0
"Matt Mathews",2,1
"Cele Arrabal",2,0
"DJ Cautious",2,0
"Trina",2,2
"DJ Kbza",2,0
"Freeze",2,0
"Manybeat",2,0
"Ricardo Serrato",2,0
"Flakito Gil prod",2,0
"DJ LAWY",2,0
"Big Ali",2,0
"Yvonne Elliman",2,0
"Sean Garrett",2,0
"Cory Cross",2,0
"Freddie Gibbs",2,5
"Darrell Scott",2,1
"Grass Roots",2,0
"Grupo La Cumbia",2,0
"Ana Free",2,0
"MIDIFine Systems",2,0
"O.A.R.",2,13
"The Honeydrippers",2,0
"Hermanos Espinoza",2,5
"Jamie xx",2,9
"The Bellamy Brothers",2,46
"Rita y José",2,0
"Michael Marcagi",2,26
"B2K",2,0
"I.Z.",2,0
"Melendi",2,12
"Frederic Auger",2,0
"Base De Rap",2,0
"Snoh Aalegra",2,1
"The Instrumentals",2,0
"Ghost Reezy",2,0
"Mr. Skip",2,0
"Morgan Evans",2,4
"Izak",2,0
"Punch Brothers",2,8
"Gabriela Rocha",2,0
"Evaluna Montaner",2,0
"Yung Critical",2,0
"Le Juarez",2,0
"Oliver Worth",2,0
"San Francisco Symphony",2,10
"Rigo Dominguez Y Su Grupo Audaz",2,0
"El Monta Cotorra",2,0
"Count",2,0
"Row Mane Lettuce",2,0
"Khan Musix",2,0
"pekkon",2,0
"J BIdnizz FTG",2,0
"AKRMX",2,0
"DJ Ellz",2,0
"Roy YunGod",2,0
"Richard O'Brien",2,0
"Camm2Raww",2,0
"Village People",2,6
"Solomon Childs",2,0
"Scro and the Funky Flos",2,0
"Grupo Dinastia Mendoza",2,0
"Shawn Riff-Raff",2,0
"La voz del Mayab",2,0
"Chinx",2,0
"Eydie Gorme",2,0
"Dylan Wheeler",2,7
"Chester James Lang",2,0
"Mixbeat Masters",2,0
"BJ the Chicago Kid",2,16
"Alexander Hitchens",2,0
"Avery*Sunshine",2,0
"Slick Rick",2,9
"DjYuyo",2,0
"Rock Mecca",2,0
"Jason Weaver",2,0
"Crecer German",2,0
"Hnas. Nuñez",2,0
"Zedrick Eugene Kelley",2,0
"The Puritones",2,0
"Hype",2,0
"Bryan Moore",2,0
"Serry",2,0
"DJ Kuba",2,0
"A Great Big World",2,1
"Shawty Lo",2,0
"DjTj Official",2,0
"Barba Jonas",2,0
"Paco Amoroso",2,0
"William Becton",2,0
"Tinashé",2,0
"Ahmed Haggag",2,0
"Hillary Lindsey",2,0
"Javada",2,0
"VFDJ",2,0
"Smiles Official",2,0
"Clifford Simms",2,0
"Dolly Shine",2,0
"Neil Sidwell",2,0
"B Real",2,0
"Hayce",2,0
"Hal Ketchum",2,0
"Al Tiro de Armando Ramos",2,0
"Casanova",2,0
"Charley Harrison",2,0
"Gael Garcia Bernal",2,0
"Steve Ronald Ouimette",2,0
"EPMD",2,2
"Pleasure P",2,18
"Mike Williams",2,1
"Ambrosia",2,22
"Rome",2,10
"Matthew Hannah",2,0
"Hinder",2,13
"Merle Haggard",2,0
"B.W. Stevenson",2,0
"Cuban Deejays",2,0
"Million",2,0
"John Ford Coley",2,3
"BT Band",2,0
"Brenda Warren",2,0
"Patti LaBelle",2,41
"Red",2,1
"Big Boogie",2,3
"El Gran Proyecto",2,0
"F.O Sparrow",2,0
"CA7RIEL & Paco Amoroso",2,0
"The Australian Pink Floyd Show",2,56
"Scott Bradlee's Postmodern Jukebox",2,84
"Roger",2,0
"Grupo Escolta",2,0
"2Chainz",2,0
"The Groobees",2,0
"Murkemz",2,0
"Benja LR",2,0
"Snoop Doggy Dogg",2,0
"Kassi Ashton",2,29
"Julio Miranda",2,0
"D.One",2,0
"D-Tox",2,0
"Jalen McMillan",2,0
"Marito Rivera Y Su Grupo Bravo",2,0
"Tony Camargo",2,0
"Cantiga",2,0
"J.PERIOD",2,1
"Supergrupo Son Tepito",2,0
"Rev. Luther Barnes",1,0
"Gary Moore",1,0
"xxxthewolf",1,0
"Fingazz",1,0
"Tim Quint",1,0
"GvryLite",1,0
"Raúl Partida",1,0
"Dusty Springfield",1,0
"YFG Fatso 808",1,0
"Skooly",1,0
"Van Darien",1,0
"Galantis",1,11
"DJ ICY",1,0
"Devin Morrison",1,0
"Don Pablo Mures",1,0
"Felix Janosa",1,0
"VEGAZ MATTHEW",1,0
"Fedu DJ",1,0
"Kurd Maverick",1,0
"Varios",1,0
"DubFromTenn",1,0
"JxttsRevenge",1,0
"Axé",1,0
"DJ Piojo",1,0
"BlocBoy JB",1,1
"iiizik",1,0
"Iván Troyano",1,0
"trans ilian",1,0
"Charles Michael Brotman",1,0
"melanie liberman",1,0
"Fivio Foreign",1,6
"RoryStoneLove",1,0
"Los Elegantes de Jerez",1,0
"Los Caimanes de Sinaloa",1,5
"Ada Gio",1,0
"Punkin",1,0
"Harry Belafonte",1,0
"Orgy",1,30
"CLANDEYAFTER",1,0
"Derique Loud",1,0
"The Singing Dogs",1,0
"Justin Slinkard",1,0
"Mateo Tapia",1,0
"Newsong",1,2
"Stylo G",1,0
"Daftcraft",1,0
"Rosskie The DJay",1,0
"Anna Yvette",1,0
"Bodo Bach",1,0
"Banda Corona del Rey",1,1
"Rusty Wierz",1,0
"Saroja",1,0
"Zebra",1,13
"Bayker Blankenship",1,45
"Roger Francis Marie Renaud",1,0
"Quemix",1,0
"Adina Howard",1,6
"Fly Morris Night",1,0
"The World Famous Tallboys",1,0
"DJ Psy",1,0
"Demetrius West",1,0
"Dilip Dulara",1,0
"Davy Bernagoult",1,0
"Lean On The Beats",1,0
"Red Shahan",1,17
"Buster Poindexter And His Banshees Of Blue",1,0
"めらめら大帝",1,0
"Zhané",1,0
"Mark Villa",1,0
"MellowBox",1,0
"Lashawn's Way",1,0
"Mr. Pimp-Lotion",1,0
"Dj Donmar",1,0
"Geru y Su Legion 7",1,0
"Seven Mary Three",1,0
"Mariah Megan",1,0
"dj Preciozo",1,0
"Ray Jaxon",1,0
"Metaform",1,0
"Héctor Lavoe",1,0
"Chris Lake",1,12
"李小宇",1,0
"Just Joe",1,0
"Shelby Rae Marshall",1,0
"Black Smurf",1,1
"Jonas Blue",1,2
"Eastside Flynt",1,0
"Tonio the Barber",1,0
"Skaaw J",1,0
"Leones Del Norte",1,0
"MC vv",1,0
"Jonita Gandhi",1,0
"Pee! In The Pool",1,0
"Italian Somali",1,0
"Tyler Butler-Figueroa",1,0
"Damond",1,0
"Shelow Shaq",1,0
"Koatz DJ",1,0
"Pity DJ",1,0
"Q-Kryst",1,0
"ENG2ESP",1,0
"Honeyfunk",1,0
"Grupo Nonoava",1,0
"Outsiders",1,0
"Crosby, Stills, Nash & Young",1,0
"涛少君",1,0
"MarPsy",1,0
"قناة يمان للأطفال",1,0
"DJ Boogie",1,0
"Peace of Ingi",1,0
"Taylor Hill",1,0
"Ghostown",1,0
"Billy Sheehan",1,0
"Greg Warren",1,0
"Lunatic",1,0
"Kry4Wolf",1,0
"Big Tymers",1,2
"London Voices",1,0
"Joey Sanchez",1,0
"José Manuel Figueroa",1,0
"ENHYPEN",1,7
"Yo Miestro",1,0
"flash0ut",1,0
"Boski 3x",1,0
"Nelson Ned",1,0
"Ron White",1,1
"Josh Adrian",1,0
"Dj Ap3x",1,0
"Clave LH",1,0
"Gorilla Zoe",1,1
"Michael Mendoza",1,0
"42 Dugg",1,5
"Yossy Den Has",1,0
"Miguel Belmont",1,0
"Machine Head",1,62
"nagpuri jalwa",1,0
"William Kyle White",1,0
"Black Caviar",1,0
"Profe Lucho",1,0
"Dj Raay",1,0
"Gunhood Zeke",1,0
"VJ",1,0
"Mateo Bedogni",1,0
"Ray Charles",1,0
"TheFato",1,0
"Tezkej Pokondr",1,0
"Letters To Cleo",1,1
"Takeoff",1,0
"Dawkins & Dawkins",1,0
"EIRON RMX",1,0
"Banda Pachuco",1,0
"Travis Greene",1,0
"The Jotaka Perverse",1,0
"Shane Thompson",1,0
"Kevin Blechdom",1,0
"Paquetazo De Coleccion",1,0
"el100tifico",1,0
"Conociendo Rusia",1,0
"Dennis Yost",1,0
"Josi Cuen",1,30
"Alex Vagda",1,0
"Mr. Dibbs",1,0
"PablilloRecords",1,0
"Sons Of Sunday",1,0
"Mariachi México de Pepe Villa",1,0
"New Wine",1,0
"Hot Boi Weez",1,0
"Carla Morrison",1,0
"Nump",1,0
"David Lewis",1,0
"Rustic",1,0
"Cordell Streets",1,0
"Gap Band",1,0
"Fernando Fernández",1,0
"Matisse",1,6
"Ryan Xu",1,0
"Feed Me",1,0
"Subhi",1,0
"$uicideboy$",1,46
"Jayda Pink",1,0
"Macon Greyson",1,0
"DJ MIX PROJECT",1,0
"A.V.",1,0
"Reeves Junya",1,0
"DI2PAZ",1,0
"Wayne Coster",1,0
"TitusVincent",1,0
"Pierre Dubost",1,0
"Gasket",1,0
"DJ Richard",1,0
"Theodore Shapiro",1,0
"Morray",1,0
"KNOWN",1,0
"Humble Pie",1,0
"Jazz Instrumental Chill",1,0
"The Chambers Brothers",1,0
"Eze Rmx",1,0
"Hugo Almanza",1,0
"Chris Hajian",1,0
"DJ Luiz Cláudio",1,0
"London Symphony Orchestra",1,0
"dc Talk",1,0
"Anderson",1,0
"Lorna Courtney",1,0
"T.O.K.",1,0
"Jacqueline Fernandez",1,0
"Hank Shocklee",1,0
"Atlantic",1,0
"Bodakk Bunnny Cardiiz",1,0
"Markitos Dj 32",1,0
"Jermaine Dolly",1,1
"Group Therapy",1,0
"Chris Renzema",1,23
"Morten Harket",1,0
"Lawrence Welk",1,0
"Emcee Truth",1,0
"La Verdad",1,0
"Dave Mason",1,42
"L'occasion",1,0
"Pierre Burette",1,0
"Peter Kings",1,0
"John Carlo Dwyer",1,0
"Merengue Latin Band",1,0
"Asher Alexander Pope",1,0
"Bam Rothstein",1,0
"Layton Greene",1,0
"SlatJaay",1,0
"Marqus Clae",1,0
"BigDawgYung",1,0
"Michael Anthony Sampey",1,0
"Sharib Toshi",1,0
"James Ingram",1,0
"A J",1,0
"Ernest Tubb",1,0
"Rondodasosa",1,0
"Honey Dj",1,0
"Josh Weathers Band",1,1
"Problem",1,0
"Riot Ten",1,15
"Original Broadway Cast of & Juliet",1,0
"L Kubic",1,0
"Lee Richardson",1,0
"City High",1,0
"ABM Cin",1,0
"Norah Jones",1,20
"LASTNAMECASTRO",1,0
"Ervin Litkei",1,0
"Dave Ruthwell",1,0
"Bob Kulick",1,0
"Moglyman",1,0
"Kxng Prince",1,0
"Lamont Lee Barnes",1,0
"Hum",1,0
"David D.L",1,0
"Guillermo Pascual",1,0
"Pauline Reese",1,0
"KaylaaK57",1,0
"LIL Mattress",1,0
"Amaranta",1,0
"Nicolás St",1,0
"Stephen Pearcy",1,18
"Dick Dale",1,0
"The Music Machine",1,0
"DjBlue012",1,0
"The Boricua All Stars",1,0
"Mazzy Star",1,0
"Axel Martinez",1,0
"Tm88",1,0
"Yohan Marley",1,0
"O-Zone",1,0
"Daseca",1,0
"Steve Edwards",1,0
"Dj Cut Killer",1,0
"James McDonough",1,0
"Jloud23",1,0
"华语群星",1,0
"Ermaine",1,0
"Pablo Molina",1,0
"Vj DjMarco",1,0
"Vesvese",1,0
"Yomo Toro",1,0
"The Stooges",1,0
"Toro Y Moi",1,10
"Natalia LaFourcade",1,39
"Clive Lukover",1,0
"Rhett and Link",1,0
"Son By Four",1,0
"Hunnid Beats",1,0
"Los Buitres De Culiacan Sinaloa",1,0
"Robert Allen Elliott",1,0
"Benjamín Rojas",1,0
"The Weather Girls",1,1
"TEE",1,0
"Quavo 2x",1,0
"Zantivera",1,0
"Paulino Bernal",1,0
"Johan M Cruz",1,0
"Peanutgotfanz",1,0
"The Dream",1,0
"Matthieu Faubourg",1,0
"Ed Maverick",1,3
"D-Mac",1,0
"C.Frank",1,0
"BMI",1,0
"RIIZE",1,3
"SLARK MUSIC",1,0
"Dj Facu Russian",1,0
"Top Flow",1,0
"DJ ESE ENRIQUE",1,0
"No Justice",1,0
"Lil Supa",1,0
"Kingshark",1,0
"The Family",1,0
"Alexcis",1,0
"DJ Yonny",1,0
"Chris Payne",1,0
"Die drei !!!",1,0
"Juanma DJ",1,0
"Karaokemedia",1,0
"John Kammerer",1,0
"Hall & Oates",1,0
"Digital Dread",1,0
"David Arkenstone",1,0
"Keegan Mcinroe",1,0
"DJ Ferp4x",1,0
"Charly Black",1,0
"The Motels",1,26
"Daniel Gun",1,0
"YRN KJ",1,0
"Jutidy",1,0
"Jah Vinci",1,0
"Tryonne",1,0
"Leni Stern",1,0
"Bama",1,0
"Sonora Siguaray",1,0
"Kenny Kelly",1,0
"Melody",1,0
"Fresh",1,0
"Alejandra Roggero",1,0
"DERSHALAH",1,0
"OdinMann",1,0
"Ismael Rivera",1,0
"Nicole Binion",1,0
"All Star Karaoke",1,0
"Neil Cross",1,0
"Remy Boyz",1,0
"Gurpreet Saini",1,0
"Ivan Tovar Dj",1,0
"Rampage",1,2
"LeVert",1,0
"Sufian Bouhrara",1,0
"Houston Marchman & The Contraband",1,0
"Jfilt",1,0
"Rex Banner",1,0
"T-Rio",1,0
"The Suga Mamas",1,0
"Lilchris533",1,0
"Too Pretty",1,0
"Texas Playboys",1,0
"The Honeycutters",1,0
"Xexe Band",1,0
"Teuvo Siikasaari kvintetti",1,0
"Cuarto De Milla",1,0
"鹏飞",1,0
"Sonic",1,0
"DJ Fame",1,0
"Naseeb Wazir",1,0
"Michael Crawford",1,0
"Pablo Fox",1,0
"Steve Fresh",1,0
"Conjunto Deleite",1,0
"Beto Pelaez",1,0
"Paco Regalado",1,0
"Stuart Crombie",1,0
"Gus Bus",1,0
"Samuel Carter",1,0
"ECR",1,0
"Richard Robbins",1,0
"RytmeHans",1,0
"Dakota Chris (Kotà)",1,0
"Mc 7Belo",1,0
"Penn Du",1,0
"Jack Ward",1,0
"Steven Thomason",1,0
"Kotkov",1,0
"Sauga Thamizhan",1,0
"Rob Lion",1,0
"RJ Suave",1,0
"Grand Melodic",1,0
"Philip Guyler",1,0
"Mano Choquito",1,0
"Michael Chertock",1,0
"Steven Machat",1,0
"Juan Perales",1,0
"Brown Skies",1,0
"Paul Taylor",1,1
"ピーター・ガブリエル",1,0
"DJ Perbi",1,0
"Deadweight",1,0
"DJ Unter",1,0
"Three 6 Mafia",1,6
"Cody Miles",1,0
"Highway Grizz",1,0
"Y. GIZZLE AKA PROFESSOR SLUMPP",1,0
"T. Bless & the Professionals",1,0
"Moon Mullican",1,0
"M24",1,0
"GrooveANDyes",1,0
"Billy Boy Arnold",1,0
"Jean Feldman",1,0
"Puerto Rican Power",1,0
"StyleShift AI",1,0
"DJ Suave",1,0
"Thomm Jutz",1,0
"Grupo Trinidad",1,0
"Chris Cornell",1,0
"Conjunto de Chucho Ferrer",1,0
"Streetz",1,0
"Truthboy",1,0
"Lleix",1,0
"Vante24k",1,0
"Kidd G",1,33
"Zoe Gotusso",1,0
"Koffee",1,0
"Shia",1,0
"Veruca Salt",1,0
"Yella Beezy",1,1
"Frankiel YZ",1,0
"Lucha Moreno",1,0
"Teena Marie",1,1
"Kenia Os",1,0
"BellyDancer",1,0
"Y&T",1,12
"Faster Pussycat",1,3
"Blazup",1,0
"Saudade",1,0
"Lena Jims",1,0
"iSeeMusic",1,0
"Daryl Neil Alexander Griffith",1,0
"Cha$e Money",1,0
"DJ Lord OTB",1,0
"Azteck",1,0
"Syd",1,0
"Karaoke Hits Band",1,0
"Trello Mack",1,0
"Chalie Boy",1,1
"ELTALMiCKEY",1,0
"Mariachi Nuevo Tecalitlan",1,3
"Royal Philharmonic Orchestra",1,0
"Lassi & Asw",1,0
"J Casper",1,0
"Bob & Doug McKenzie",1,0
"Lobby Boyz",1,0
"Stereo Love",1,0
"Vitalii Zinchenko",1,0
"JoeyytHieb4Life",1,0
"Youthful Praise",1,0
"Jeevan Anandasivam",1,0
"Blkgod9",1,0
"The Gourds",1,0
"A Day To Remember",1,27
"Nikstylz",1,0
"Belly",1,18
"DJ Frizzie",1,0
"Lyrics Born",1,3
"Nahu Dee Jay",1,0
"Matroda",1,15
"Dj Sergio Roldan",1,0
"8Ball & MJG",1,1
"OG Three",1,0
"Kevin Colman Sessions",1,0
"Dave James",1,0
"Lil Skinny Pænis",1,0
"SONIDO BLACK MARCH",1,0
"Roy Brown",1,0
"Scottish Murmurs ASMR",1,0
"DJ GLOBAL SOUND",1,0
"The Four Tops",1,29
"Los Tenampas",1,0
"Fabrizio Fornaci",1,0
"Masa Sumide'",1,0
"T.V. MOON",1,0
"Antonio Feriozzi",1,0
"Kaliii",1,2
"Anton Sych",1,0
"BGM Teacher",1,0
"F1les",1,0
"Ashland Craft",1,13
"Meck Sithong",1,0
"Leandro Murua",1,0
"Dove Cameron",1,0
"The Judds",1,0
"Carlos Manzanares",1,0
"Mati Masildo",1,0
"Dj Bear",1,0
"Taxman Tempz",1,0
"Dj.faster",1,0
"Liqwyd",1,0
"A1 Nero",1,0
"R. Kelly",1,0
"M.C. Hammer",1,0
"ZEROBASEONE",1,0
"Amanda Anne Platt & the Honeycutters",1,1
"Songs To Your Eyes",1,0
"Bcash",1,0
"Nora De Gintsa",1,0
"AKG Remix",1,0
"Miguel Lerdo De Tejada",1,0
"Wicker Hans",1,0
"DJ Sensacion",1,0
"DJ Comento",1,0
"Tom Braxton",1,0
"Godson Reaction",1,0
"Lesun",1,0
"El Vaivén Mx",1,0
"Kumbia Kings",1,0
"Bruno Cabrera Dj",1,0
"Rude Boy",1,0
"Caron Wheeler",1,0
"DJTO",1,0
"Maxi Priest",1,5
"El Sarna",1,0
"Djeloul",1,0
"Angie K",1,7
"David Imhof",1,0
"John Hedges Ross",1,0
"Phantom Planet",1,26
"Braxton Major",1,0
"George Clinton",1,38
"Maggie Rose",1,23
"Frederic MATHET",1,0
"Terry Devine-King",1,0
"The Castellows",1,44
"Jonathan King",1,0
"Scary Pockets",1,11
"El Piporro",1,0
"Vivian Rhodes",1,0
"La Fe Norteña de Toño Aranda",1,0
"Tony Carey",1,0
"Ace Frehley",1,22
"Austin Meade",1,17
"Kutless",1,0
"Pato Oteo",1,0
"Chris Spedding",1,0
"St. Paul & The Broken Bones",1,44
"Lil Ghost",1,0
"Magoo",1,3
"DJ Konsky",1,0
"Hot Chocolate",1,0
"Trama",1,0
"Luis Quempe",1,0
"TIMOTHY MICHAEL MARKS",1,0
"The Loire Valley Calypsos",1,0
"Sameer Anjaan",1,0
"Djjam305",1,0
"Ewbrew",1,0
"Jinxy Cruz",1,0
"Shaykh Hanif",1,0
"William McDowell",1,0
"Billy Thorpe",1,0
"John Stax",1,0
"Hak Santana",1,0
"Sante Sansone",1,0
"Suzy Bogguss",1,6
"DaniLeigh",1,0
"Shekhar Ravjiani",1,0
"Andrae Crouch",1,0
"Los Del Rio",1,0
"D'Yani",1,0
"DawnDe1",1,0
"you wild for that",1,0
"Jason Boland",1,14
"Brent Jones",1,0
"Manuau",1,0
"Lucius",1,45
"Crossfade",1,10
"Gerhana Skacinta",1,0
"Fitness & Workout DJ's",1,0
"Od Myth",1,0
"Musica Para Entrenar",1,0
"Funcky Fresh",1,0
"Positive K",1,0
"Negativland",1,0
"Dan Tyminski",1,3
"Ramatronix",1,0
"ザ・ローリング・ストーンズ",1,0
"Reti",1,0
"BJ Klock",1,0
"Dolo Grind",1,0
"El Marki Dj",1,0
"ONCE SEMPAI",1,0
"Roel Martinez ""CHOLO""",1,0
"Evergrey",1,1
"Bernie Nelson",1,0
"La Receta",1,0
"Inayah",1,0
"Joe Banga",1,0
"John Scott Trotter & His Orchestra",1,0
"Tru Starr",1,0
"Los Malagueña",1,0
"David Scance",1,0
"Pirelli",1,0
"JeanClaudioMusic",1,0
"Franco Godoy",1,0
"Charlie Rich",1,0
"cleanmindsounds",1,0
"AndyVans",1,0
"Las Palomas",1,0
"Shanti P",1,0
"Josh X",1,0
"David Kushner",1,13
"OLight",1,0
"Beach Weather",1,66
"Jemak",1,0
"Bornkingmusic",1,0
"Jahshii",1,0
"Paul Anka",1,18
"DJ Javi Quiñonez",1,0
"David Strickland",1,0
"M-Cruzz IVM",1,0
"reezy",1,0
"litM",1,0
"Mario Basile",1,0
"Dj Micky Peru",1,0
"Tamara Dabney Jacobs",1,0
"Glenn Rueger",1,0
"Yung Bookie Da Name",1,0
"John Debney",1,0
"Hi Speed Chase",1,0
"Johann Sebastian Bach",1,0
"Baby flow",1,0
"Dani Ro",1,0
"26 Beats",1,0
"Steve Byrd",1,0
"The Mystiqueros",1,0
"JR",1,0
"Dani Ride",1,0
"Shawn Mullins",1,1
"Dj Mystic",1,0
"Wenchcat",1,0
"Tracii Guns",1,0
"DJANDII OK",1,0
"DJ Snowbunny",1,0
"Sam Cruz Piano",1,0
"Soundwave",1,1
"TURPAK",1,0
"Chris LeDoux",1,0
"Java Jazz Cafe",1,0
"Kruz Leone",1,0
"The Association",1,5
"Lil JFK",1,0
"Bruce.cxpalot",1,0
"Greg Bissonette",1,0
"Rata Blanca",1,0
"JW Velly",1,0
"V. Cha$e",1,0
"Arturo Sandoval",1,11
"Ali Albhadli",1,0
"StickyNote",1,0
"Sea Music",1,0
"Ronnie Milsap",1,0
"Green Neon DJ",1,0
"Big Doobie",1,0
"Dj.Buksna",1,0
"El Mulatto",1,0
"Jackyl",1,14
"Mauricio Lopez Silva",1,0
"Aerin Lee",1,0
"Cinema Serenades by Richard Bean",1,0
"Henry Fong",1,2
"Brian Ezequiel",1,0
"Top 40 Hits",1,0
"Mavairic",1,0
"Suicidal Tendencies",1,27
"Anna Gramm",1,0
"Andrés Martínez",1,0
"Abbsolut",1,0
"Hopes Are Burning",1,0
"Vnas",1,0
"Billy Ray Cyrus",1,0
"Adan Chalino Sanchez",1,0
"Money Movez",1,0
"Matthew James Robertson",1,0
"Jeff Lardner",1,0
"TNT",1,0
"Jody Booth",1,0
"Daniel May",1,0
"Los Hermanos Mier",1,0
"Andre 3000",1,4
"Arzen",1,0
"NiqueDaDon aka 23",1,0
"MoneyManMatt",1,0
"BENTLY BIG BOY",1,0
"Arctic Monkeys",1,0
"DJ TAMMY",1,0
"Gareth Johnson",1,0
"Kelly Iris",1,0
"Grace Potter & The Nocturnals",1,45
"Dione Farris",1,0
"Belanova",1,13
"DOE",1,0
"Fontaines D.C.",1,37
"DW FNIA",1,0
"Linwood",1,0
"Cracker",1,2
"Khia",1,0
"Brayton Dossom",1,0
"Devin Dawson",1,0
"Left Eye",1,0
"Tool",1,23
"Cairo",1,0
"Dxkyvion",1,0
"Toranzo DJ",1,0
"Nappy Roots",1,0
"La Ley De Michoacan",1,0
"Hit Crew Big Band",1,0
"Musica Ambiental",1,0
"Peyton Parrish",1,0
"GONZZABEATS",1,0
