"name","airplay_count","shows_count"
"Los Rehenes",11,1
"DJ Deville",11,0
"Dj Sinz",11,0
"Patrice Rushen",11,5
"Lance Roark",11,3
"Southall",11,10
"A Boogie Wit Da Hoodie",11,12
"Big Country",11,28
"James Arthur",11,55
"Jason Zaffary",11,0
"Little Texas",11,15
"Blog Radio",11,0
"La Migra",11,0
"Elite DJs",11,0
"Tony Dize",11,0
"El Puma De Sinaloa",11,0
"Ernesto Bianchi",11,0
"Barbra Streisand",11,0
"Jonathan Slott",11,0
"Pici",11,0
"Rob Star",11,0
"Chris Jeday",11,0
"Johnny Pearson",11,0
"Hurricane Wisdom",11,2
"Bart Crow",11,0
"John Hunter Jr",11,0
"Tony Aguirre",11,1
"Banda El Limon",11,0
"Six Market Blvd.",11,0
"Casper Magico",11,0
"Jason Isbell",11,93
"Travis Porter",10,2
"Barenaked Ladies",10,51
"Ludii TheRapper",10,0
"Taya",10,10
"Proyecto Uno",10,1
"Noelinar",10,0
"Bruce Robison",10,0
"Ingrid Andress",10,4
"After The Fire",10,0
"Panter Bélico",10,16
"Twilight Trio",10,0
"Maffio",10,0
"The-Dream",10,3
"J-Dawg",10,0
"Men Without Hats",10,30
"Queen Naija",10,0
"Grupo Codiciado",10,0
"KALEO",10,22
"Soul II Soul",10,6
"Violent Femmes",10,31
"Steve E Williams",10,0
"Antonio Aguilar Con Mariachi",10,0
"DJ Cossio",10,0
"Braxton Keith",10,36
"Sinaloense",10,0
"Kip Moore",10,72
"Chuy Lizarraga y Su Banda Tierra Sinaloense",10,0
"Mau y Ricky",10,5
"Tamar Braxton",10,26
"DJ Tools 4 Turntablism",10,0
"Thomas Strasser",10,0
"Puff Daddy",10,0
"Fatman Scoop",10,0
"Pam Tillis",10,22
"Tyler Watts",10,1
"Benjamin William Hastings",10,0
"James Pappoutsakis",10,0
"Sousa",10,0
"El Kaio",10,0
"Bigboyfilly",10,0
"Lee Roy Parnell",10,4
"Balu Brigada",10,12
"Yung-Chan",10,0
"La Ventaja",10,0
"Iyaz",10,0
"Dj German Berazategui",10,0
"Jorge Santacruz y Su Grupo Quinto Elemento",10,0
"SCi-FY",10,0
"Boho Fau",10,0
"PJ Morton",10,9
"Garbage",10,37
"Jowell & Randy",10,0
"Lucy Walsh",10,0
"Los Yaki",10,0
"Daisha McBride",10,0
"Jose Luis Gazcon",10,0
"Unspoken",10,2
"Regulo Caro",10,1
"Respect Dj Fizzy",10,0
"Kyle Jefferson",10,0
"Eddie Vedder",10,0
"Mixzo",10,0
"Ray Wylie Hubbard",10,15
"Los Cuates De Sinaloa",10,2
"Tito Torbellino",10,0
"El Chapo De Sinaloa",10,2
"Stephen Wilson Jr.",10,78
"Dj Bolero",10,0
"Nina Sky",10,1
"Quincy Jones",10,0
"Legado 7",10,0
"J. Holiday",10,4
"Georgia Satellites",10,0
"Ari Lennox",10,10
"Jim Brickman",10,25
"Toadies",10,6
"Mr. Vegas",10,0
"Boston Pops Orchestra",10,2
"Tigirlily Gold",10,11
"Shai",10,1
"Natalie Cole",10,0
"Ron Barron",10,0
"Diane Keaton",10,0
"Universal Production Music",10,0
"O. Viatori",9,0
"Ayesha Erotica",9,0
"Alison Krauss & Union Station",9,81
"A Touch Of Class",9,0
"Grupo Maximo Grado",9,0
"Blackberry Smoke",9,87
"After 7",9,9
"Made famous by Daddy Yankee",9,0
"Herman's Hermits",9,41
"Head East",9,5
"Finesse2tymes",9,3
"Chaka Demus & Pliers",9,0
"Erasure",9,0
"Rays",9,0
"Eliseo Robles",9,10
"Belly Gang Kushington",9,0
"M.I.A.",9,1
"Tropical Del Bravo",9,0
"Atlantic Starr",9,2
"Adrian Chaparro",9,0
"Cody Canada & The Departed",9,1
"Dante Bowe",9,1
"The Pinafores",9,0
"Jesús Chairez",9,0
"Raul Partida con Mariachi",9,0
"J-Kwon",9,0
"Charlotte Fenna",9,0
"Sharo Towers",9,0
"DJ Max Star",9,0
"Banda Tierra Sagrada",9,0
"RonDon",9,0
"All Time Low",9,19
"Rhea Francani",9,0
"Shy Glizzy",9,1
"Animotion",9,16
"Lenin Ramírez",9,1
"The Panhandlers",9,10
"Shannon",9,2
"Los Originales De San Juan",9,0
"TwentyTwo Houdini",9,0
"Hoodcelebrityy",9,0
"Dunn",9,0
"Olivia Rodrigo",9,51
"SHYLIFE",9,0
"Brooks",9,0
"Falco",9,0
"MatysitoFlowBakan0",9,0
"Kizz Daniel",9,3
"Mac Powell",9,44
"Gen5rs",9,0
"Banda Alta Potencia",9,0
"Kara Okee",9,0
"Siggno",9,0
"DJ Cuba",9,0
"CeeLo Green",9,5
"LSG",9,0
"Sara Bareilles",9,2
"Dueto America",9,0
"Brandon Rhyder",9,0
"Color Me Badd",9,5
"Dj Tik Tok Mix",9,0
"ALe! PLUZ",9,0
"The Psychedelic Furs",9,26
"Lauryn Hill",9,0
"Alvaro Diaz",9,2
"Zahriya Zachary",9,0
"Megan Danielle",9,0
"Rhett Akins",9,6
"Randy",9,0
"Brandi Carlile",9,15
"AFI",9,3
"Yellowcard",9,21
"5 Seconds of Summer",9,1
"Childish Gambino",9,0
"PEKE FERNANDEZ RMX",9,0
"3skiii",9,0
"JAYDA",9,0
"Kameron Marlowe",9,58
"DJ Nelson",9,0
"Maxi Gen",9,0
"Joe",9,42
"Jimmy Fallon",9,0
"Omarion",9,28
"Joe L. Barnes",9,0
"Rich Gang",9,0
"Alexandra Kay",9,55
"Skinny Williams",9,0
"Snow",9,0
"Chingy",9,36
"DJ L3XIS",9,0
"Norman Greenbaum",9,0
"PnB Rock",9,0
"Case",9,5
"John Fogerty",9,23
"Alex Clare",9,0
"Jethro Tull",9,4
"Delbert McClinton",9,0
"Los Inquietos Del Norte",9,10
"Dueto Río Bravo",9,0
"Valentín Elizalde",9,0
"Stone Sour",9,0
"Lolly",9,0
"Hillsong United",9,0
"Patty Loveless",9,0
"Queens Of The Stone Age",9,46
"Alta Consigna",9,2
"Len",9,0
"Cheba Dalila",9,0
"Dueto Frontera",9,0
"Patrulla 81",9,0
"Nathan Galante",9,0
"Adolfo Urias y su Lobo Norteño",9,0
"Lyriq Tye",9,0
"Los Baby's",9,0
"DJ Luc14no Antileo",9,0
"Heidi Klum",9,0
"La Tropa Loca",9,0
"Jefferson Airplane",9,0
"Skrillex",9,1
"Cheb Omar",9,0
"DJ Sonni",9,0
"Billy Strings",9,85
"49 Winchester",9,92
"Ready For The World",9,0
"The Hooters",9,2
"Lali DJ",9,0
"Triumph",8,0
"The Band of Heathens",8,8
"The Wilder Blue",8,27
"WestSide Cartel",8,0
"Alberto Y Roberto",8,0
"Selvsving",8,0
"Boosie BadAzz",8,20
"Los Hermanos Banda De Salamanca",8,0
"Baltimora",8,0
"Nico Manriquez",8,0
"Cristian Castro",8,1
"Dj Mac",8,0
"Carlos Rivera",8,0
"Gnaz",8,0
"Tito ""El Bambino""",8,0
"Homero Guerrero y Lupe Tijerina",8,0
"Collin Raye",8,9
"Lil Duval",8,0
"Grupo Bryndis",8,3
"Renacimiento 74",8,0
"Didier Lean Rachou",8,0
"Tomas Estrada",8,0
"Alex Ramirez Y Su Grupo Profetas",8,0
"Ma$e",8,0
"Katharine McPhee",8,25
"Doug Stone",8,4
"Charlie Shafter",8,0
"Los Polifaceticos",8,0
"Agus Maidana",8,0
"Eleven Hundred Springs",8,0
"Roberto Tapia",8,4
"Julieta Venegas",8,1
"V.A.",8,0
"DJ Punketo",8,0
"Fabian Gomez",8,0
"Dan Hill",8,0
"Felax",8,0
"Banda Sinaloense MM",8,0
"TsTricT03",8,0
"Dogwood Hill Publishing (BMI)",8,0
"Salsa Mix",8,0
"Ben Rector",8,58
"Tomy DJ",8,0
"Grupo Mojado",8,1
"Regulo Alcocer Y Su Grupo",8,0
"Joey Alexander",8,2
"Lenin Ramirez",8,0
"Mr Swagg 360",8,0
"Loleatta Holloway",8,0
"John Cafferty & The Beaver Brown Band",8,10
"Slapaholics",8,0
"Tam Y Tex",8,0
"Los Hermanos Barron",8,0
"Lizzo",8,0
"Dj Santy Mix",8,0
"Selena Gomez & The Scene",8,0
"Las Hermanitas Nunez",8,0
"Vagon Chicano",8,0
"6LACK",8,11
"The Neighbourhood",8,0
"Kylie Minogue",8,57
"Aaron Tippin",8,13
"Prince  & The N.P.G.",8,0
"Young Ed",8,0
"Full Force",8,0
"Los Pasos De Julión",8,0
"Promo Only",8,0
"El Super Show de los Vaskez",8,0
"DJ FUNKYBEE",8,0
"Los Plebes del Rancho de Ariel Camacho",8,0
"Denzel Contreras",8,0
"Gresby Race Nash",8,0
"Brandon Jenkins",8,0
"Sam Ryder",8,5
"Toosii",8,12
"Tracie Spencer",8,1
"Richgenix",8,0
"Calibro 40",8,0
"Eric Bellinger",8,31
"Christophe Battaglia",8,0
"Benja Melody",8,0
"DJ Carbozo",8,0
"Bootsy Collins",8,0
"Bing Crosby",8,0
"Afro B",8,0
"Outgrown",8,0
"Tendencia",8,0
"Disco Fever",8,0
"Pacifik",8,0
"Head High",8,0
"Sanctus Real",8,1
"discObeta",8,0
"Jamey Perrenot",8,0
"Grupo Kcamaro NR",8,0
"Wade Hayes",8,1
"Mack Brock",8,0
"Kygo",8,10
"The God 720",8,0
"Zacari",8,0
"Alberto Vazquez",8,0
"24-K",8,0
"Kelly Willis",8,1
"Kam KT",8,0
"Bruno Dandrimont",8,0
"IAmChino",8,0
"Adriano Celentano",8,0
"Dj Smoke",8,0
"Maxd",8,0
"Grey",8,0
"Los Pedernales",8,0
"Chrisette Michele",8,14
"Gabriel Saban",8,0
"Rosemary Clooney",8,0
"LiL Joe CEO",8,0
"Luis Y Julian",8,0
"King Of Bass",8,0
"Hennizi Da Don",8,0
"Various",8,0
"Steve Lawrence & Eydie Gorme",8,0
"A$AP Rocky",8,1
"Kenny Rogers",8,0
"Binita Sherpa",8,0
"SpotemGottem",8,0
"Voces Del Rancho",8,0
"Los Babys",8,0
"Rae Sremmurd",8,4
"2 Unlimited",8,1
"Nate Jeezy",8,0
"Leo Rodriguez",8,0
"Huey Lewis",8,0
"Ted Nugent",7,6
"Los Moonlights",7,0
"Marvin Sapp",7,4
"Charlie Muiño",7,0
"Chavela Y Su Grupo Express",7,0
"4le6",7,0
"Khea",7,1
"Deitrick Haddon",7,0
"Rafa Pabön",7,0
"Valentina Leyva",7,0
"Los Acme",7,0
"Blvd Eno",7,0
"Jovanny Cadena Y Su Estilo Privado",7,0
"Carmen Rivero Y Su Conjunto",7,0
"The Spinners",7,27
"Dj Johan",7,0
"DJ Juanchii",7,0
"Eric Chevalier",7,0
"Bébé DJ",7,0
"Ball Brothers",7,0
"Steveland",7,0
"Sonora Altepexana",7,0
"Robert Mendoza",7,0
"Manoella Torres",7,1
"SlamHammy",7,0
"G-Mix",7,0
"Leerics of Life",7,0
"Matt Stell",7,8
"Johnny Cash",7,0
"Los Aguilar",7,2
"Facu Infante Ar",7,0
"Kennaden",7,0
"Los Leones Del Norte",7,0
"Ray J",7,18
"Marcos Gatica DJ",7,0
"Tony Modicano",7,0
"Orchestra Heinz Hötter",7,0
"Midnight Star",7,3
"Nikki Lane",7,11
"Debra Laws",7,0
"DC",7,0
"Precious",7,0
"DJ Thomy",7,0
"Ms. Lauryn Hill",7,3
"Marc Cohn",7,18
"Bobby Caldwell",7,0
"Simon & Garfunkel",7,0
"La Tropa Vallenata",7,0
"Jimmy Durante",7,0
"Dj Axel",7,0
"Las Hermanas Núñez",7,0
"Julia Palma",7,0
"Traditional",7,0
"Corb Lund",7,40
"Stardust",7,0
"Dustin Perkins",7,0
"Grupo Yndio",7,0
"Christine D'Clario",7,3
"Staffan Carlén",7,0
"2 Live Crew",7,1
"Hector El Father",7,0
"Monchy & Alexandra",7,0
"Ed Burleson",7,0
"Meezy SG",7,0
"Layup",7,0
"Luny Tunes",7,0
"DJ BomaNdoki",7,0
"Little River Band",7,67
"The Game",7,10
"Uziel Payan",7,0
"Dale Watson",7,7
"Kid Cudi",7,6
"The Raconteurs",7,0
"Brian Adams",7,0
"Rodney Crowell",7,11
"Pastor Lopez",7,0
"Cam'ron",7,3
"bauti bory",7,0
"Steve Earle",7,24
"Sinoptic International",7,0
"Lo Diggs",7,0
"Sound Machine",7,0
"Steve Lacy",7,1
"Romeo",7,0
"Banda Vallarta Show",7,0
"Ikson",7,0
"DJ Revolution",7,0
"Hoodfellas",7,0
"Splack Pack",7,0
"The Original Brothers",7,0
"Billy Blue",7,0
"La Tiktoker",7,0
"Chacal",7,0
"Kate Bush",7,0
"Blaine Bailey",7,0
"Pola DJ",7,0
"Autograph",7,0
"DJ Duro Show",7,0
"Lupillo Rivera",7,1
"Ikoliks",7,0
"Orgullo Sucio",7,0
"El Nikko DJ",7,0
"Lita Ford",7,19
"Los Rayos de Chuy Luviano",7,0
"T. Rex",7,0
"Joe Arroyo",7,0
"Glen Campbell",7,0
"Adán Zapata",7,0
"JUNIOR H",7,1
"Stevie Ray Vaughan & Double Trouble",7,0
"Mario Saucedo",7,0
"Clean Bandit",7,7
"Modjo",7,0
"John Francis Campbell Ross",7,0
"Dej Loaf",7,15
"D'Angelo",7,2
"DJ Sammy",7,0
"The Zombies",7,8
"Alexander Flow DJ",7,0
"Marc Ferrari",7,0
"DJ Fran Saravia",7,0
"CAKE",7,34
"Alan Parsons Live Project",7,12
"Killa Dude",7,0
"Vedo",7,2
"The Buggles",7,0
"Nitty Gritty Dirt Band",7,62
"Andra Day",7,0
"Jotadejota",7,0
"Static Major",7,0
"Pheelz",7,0
"DonSolo",7,0
"Paco Barrón Y Sus Norteños Clan",7,0
"Mya",7,7
"BarlowGirl",7,0
"Aldo Trujillo",7,2
"Angel Castilla",7,0
"Billo's Caracas Boys",7,0
"Hëctor Montemayor",7,0
"Don Avozinho",7,0
"Thomi DJ",7,0
"Da'Ron Allen",7,0
"Cece Peniston",7,3
"Atomica Music",7,0
"Hetal",6,0
"Chichee",6,0
"Martin Schuster",6,0
"Cam",6,0
"Nine Inch Nails",6,35
"Dj Dharson",6,0
"TigrE DJ",6,0
"Tropicalísimo Apache",6,0
"Hunxho",6,19
"The Iron Bees",6,0
"gnash",6,0
"Blue Water Highway",6,3
"Sonia López",6,0
"Tamborazo Viva México",6,0
"Jason Eady",6,4
"Banda Rancho Viejo",6,0
"DJ Uncle Al",6,0
"Fatboy Slim",6,12
"Los Saylors",6,0
"Clickz",6,0
"Los Nuevos Elegantes",6,0
"Lalo Schifrin",6,0
"Epidemiks",6,0
"David Zaizar",6,0
"Jon B.",6,24
"Drive",6,0
"Beto Y Sus Canarios",6,0
"Gerald Albright",6,16
"The Brian Setzer Orchestra",6,0
"DJ Martin V",6,0
"Christopher Williams",6,2
"Taco",6,0
"Jimmy Luxury",6,0
"Los Acosta",6,8
"Lil Nas X",6,0
"101fedo",6,0
"Mazz",6,0
"Wynn Williams",6,1
"James Nathan Jeremy Jones",6,0
"Johnny Kemp",6,0
"Million Dan",6,0
"Grupo Libra",6,0
"Zane Williams",6,0
"Los Relámpagos del Norte",6,0
"Meño Lugo",6,0
"Giovannie and The Hired Guns",6,43
"Chico Che y la Crisis",6,0
"DJ Triple Exe",6,0
"DJ Battle",6,0
"Los Aguirre",6,0
"XXXTENTACION",6,0
"Joyner Lucas",6,23
"JMRodriguez",6,0
"José Luis Gazcón",6,0
"H-Town",6,3
"david dlc",6,0
"Proxximite",6,0
"Billy Dean",6,7
"Jordan Smith",6,0
"Sammy Cahn",6,0
"Julie May",6,0
"Sleepy Hallow",6,11
"Bushy B",6,0
"Stereo MCs",6,2
"Disturbing Tha Peace",6,0
"The SteelDrivers",6,33
"Banger",6,0
"Bryan Richard",6,0
"Rheyz",6,0
"Jadakiss",6,0
"ODB",6,0
"El Gran Combo",6,0
"Marley Negroe",6,0
"Jule Styne",6,0
"Rising",6,2
"Landosous",6,0
"Haircut 100",6,16
"Chuy Luviano",6,0
"Richard Daryl Osborn",6,0
"Dj Miri",6,0
"BeBe Winans",6,2
"Paul Cauthen",6,32
"Todd Rundgren",6,63
"Kimberley Locke",6,0
"Surditto DJ",6,0
"Zona Instrumental",6,0
"Skull and Bones",6,0
"Dapo Marino",6,0
"Kevin Sharp",6,0
"Blvck Ceiling",6,0
"Josh Gracin",6,0
"Googloid",6,0
"Hermanos Vega Jr.",6,0
"Greta White",6,0
"Cumbias Poblanas",6,0
"Freshinho DJ",6,0
"Apollo LTD",6,0
"Rick Derringer",6,0
"A$AP Ferg",6,0
"Lukas Nelson and Promise of the Real",6,17
"Boz Scaggs",6,3
"Marito Rivera",6,0
"Bow Wow Wow",6,29
"DJ YomC",6,0
"Parker Millsap",6,16
"Fidel Rueda",6,0
"Sniper Gang",6,0
"Raul RR'S",6,0
"Alison Moyet",6,27
"humberto dlc",6,0
"Los Carlos",6,0
"Luis Coronel",6,14
"Jars of Clay",6,0
"Zato DJ",6,0
"Voices of Christmas",6,0
"Keith Blainville",6,0
"Foxxi",6,0
"Loretta Lynn",6,0
"Vikki Carr",6,0
"Eartha Kitt",6,0
"Lennox",6,1
"Dan Fogelberg",6,0
"Anderson Palacios",6,0
"Meat Loaf",6,0
"Yo Gotti",6,2
"DJ KN DO SJ",6,0
"Jim Steinman",6,0
"The Rallies",6,0
"Ol' Dirty Bastard",6,0
"The Tommy Rome Orchestra",6,0
"David Marsden",6,0
"DJ GROOT",6,0
"La Casetera",6,0
"Lou Bega",6,0
"Cheryl Lynn",6,0
"Sunday Service Choir",6,0
"Randy Rogers",6,0
"Asem",6,0
"Henry Parsley",6,0
"Banda Rancho Viejo De Julio Aramburo La Bandononona",6,0
"Quarterflash",6,0
"Sheff G",6,0
"МиДо",6,0
"Tyler Halverson",6,10
"Los Sierrenos De Sinaloa",6,0
"Francisco ""Charro"" Avitia",6,0
"Race Ricketts",6,0
"Matilde Sánchez ""La Torcacita""",6,0
"Joey Green",6,0
"Mercedes Castro",6,0
"Amy Winehouse",6,0
"Party Tyme Karaoke",6,0
"Mandisa",6,0
"Risad Remix",6,0
"MattOfficiel",6,0
"The Plimsouls",6,4
"TheEarthlings",6,0
"Jax Jones",6,2
"Lil Boosie",6,0
"Kevin Cronin",6,44
"Larry Hernandez",6,3
"Jessica Andrews",6,0
"Fireboy DML",6,2
"Traffic",6,0
"Rock n Ghena",6,0
"YB",6,0
"Clave Especial",6,0
"Bam Gasanova",6,0
"Del Amitri",6,2
"Los Horóscopos De Durango",6,0
"Old Crow Medicine Show",6,40
"Mel Tormé",6,0
"Mojado",6,0
"Third Day",6,0
"Duo: Ramos - Monterrubio",6,0
"Dflow",6,0
"will.i.am",6,0
"Kody West",6,9
"Los Diablos",6,0
"Roberto Herrera",6,0
"Lombana Dj",6,0
"Nephew Tommy",6,0
"DJ Feedo",6,0
"Zito Dj",6,0
"San San",6,0
"Jonathan Traylor",6,1
"Rose Anna",6,0
"Missing Persons",6,7
"Martin SDj",5,0
"ALAN RMX",5,0
"Atlanta Rhythm Section",5,7
"Salsa Brava",5,0
"Vertical Worship",5,0
"Matias Deago",5,0
"Rob Zombie",5,5
"Mary Chapin Carpenter",5,47
"Keller Cox",5,0
"KYLE PARK",5,1
"Lili Zetina",5,0
"The Wallflowers",5,89
"Jd Muliki",5,0
"Mooski",5,0
"OJ Da Juiceman",5,0
"Alistair Bruce Henry Friend",5,0
"Billy Joe Shaver",5,0
"Red Rider",5,0
"Josh Wilson",5,0
"James Brown",5,0
"Diplo",5,37
"The Philly Specials",5,0
"Bryce Leatherwood",5,7
"Šuljo",5,0
"Point of Grace",5,0
"Dani Cejas",5,0
"Molly Hatchet",5,13
"Vance Joy",5,21
"The Gap Band",5,1
"Robert Plant",5,12
"DJ Covers",5,0
"The Hit Crew",5,0
"Shaila Dúrcal",5,0
"Rihki Kennebrew",5,0
"Lisa Loeb & Nine Stories",5,0
"BorderKid",5,0
"Prince the King",5,0
"Pony Bradshaw",5,28
"Koffee Brown",5,2
"conejo",5,0
"Luis Alfonso Partida ""El Yaki""",5,0
"Armonia 10",5,0
"The Cataracs",5,0
"The Black Keys",5,41
"Sonique",5,11
"Neron Delta",5,0
"Guordan Banks",5,0
"Y U N G S I B",5,0
"Street Skolla",5,0
"Mahu Dj",5,0
"Xent",5,0
"El Palomo Y El Gorrión",5,0
"Angélica María",5,0
"DJ Tim",5,0
"li Three",5,0
"Dj Ro",5,0
"Dylan Gossett",5,44
"Fernando & Sorocaba",5,0
"Crazy Horse",5,4
"Dylan Schneider",5,12
"Los Tecolines",5,0
"Musical Youth",5,14
"TINI",5,0
"Terri Clark",5,15
"Latin Band",5,0
"10cc",5,7
"James Gang",5,0
"Surf Mesa",5,5
"White Town",5,0
"Harry Grover",5,0
"Jon Presstone",5,0
"Distintos De Tierra Caliente",5,0
"Hermanos Carrion",5,0
"Trey Lorenz",5,0
"Maggie Antone",5,13
"Popcorn",5,0
"EL MESWY",5,0
"Banda Zeta",5,2
"Prophets and Outlaws",5,0
"Carl Carlton",5,0
"DJ Lopetoms",5,0
"Ted Brett Barnes",5,0
"Walt Wilkins & the Mystiqueros",5,0
"Keith Whitley",5,0
"G-Eazy",5,36
"Chyno Miranda",5,0
"Mark Stephen Cousins",5,0
"Lisa Lopez",5,0
"Quiz",5,0
"Lee7",5,0
"Jason Gray",5,1
"TikTok Viral",5,0
"James Brett",5,0
"Meredith Andrews",5,0
"Artis Ivey, Jr.",5,0
"April Wine",5,36
"The Original Orchestra",5,0
"Salvador Casais",5,0
"Leandro Ríos",5,0
"Los Enanitos Verdes",5,12
"Arrested Development",5,2
"Kim Petras",5,4
"Badflower",5,40
"Banda Los Sirolas de Culiacán",5,0
"Liquid Audio",5,0
"Judy Garland",5,0
"Larry Sanders",5,0
"Dj Ksa Officialx",5,0
"Tabata",5,0
"Texas Tornados",5,0
"Grupo Fernandez",5,0
"Schoolboy Q",5,8
"Toby Guu",5,0
"Clarence Reed",5,0
"The Karaoke Studio",5,0
"Lucero",5,39
"Earl Sweatshirt",5,1
"Simon Harris",5,0
"P.M. Dawn",5,0
"Mr. Lil One",5,0
"Doug Rasheed",5,0
"Kevin Ross",5,7
"Paul Reeves",5,0
"Damian Marley",5,21
"Blanco Loco",5,0
"Eric Benet",5,26
"The Byrds",5,0
"Rainbow",5,0
"September",5,0
"West Texas Exiles",5,0
"Jowell",5,6
"Jona Mix",5,0
"Dj Stylex",5,0
"Chaka Demus",5,2
"Los Razos",5,0
"Dj Josh",5,0
"Austin Allsup",5,0
"Soundtrack",5,0
"Nu Shooz",5,0
"I Cut People",5,0
"Jim Fripp",5,0
"Najee",5,11
"KYH brinks",5,0
"DJ Juice",5,0
"Saf Man",5,0
"DY",5,0
"Marcelo y Aurelia",5,0
"Dj Towa",5,0
"Runaway June",5,0
"DJ Nazil",5,0
"Blues Traveler",5,47
"Tinashe",5,14
"Banda Sinaloense El Recodo De Cruz Lizarraga",5,0
"Brian Courtney Wilson",5,0
"Slaid Cleaves",5,0
"CHIA",5,0
"Squeeze",5,4
"Gary Clark Jr.",5,63
"Regido",5,0
"Manuel Armstrong",5,0
"ian chu",5,0
"Far East Movement",5,0
"Lee Ritenour",5,17
"Tomi DJ",5,0
"ETA",5,0
"Xteven",5,0
"Toni Halliday",5,0
"Sevyn Streeter",5,0
"Alvin & The Chipmunks",5,0
"Mr.Pmn",5,0
"Pareci2",5,0
"The O'Jays",5,14
"Patrick Prouty",5,0
"House Of Pain vs. Micky Slim",5,0
"Whitey Morgan and the 78's",5,5
"LIL RIZZY$",5,0
"Deftones",5,37
"Tommee Profitt",5,1
"Demax Dj",5,0
"Marsha Ambrosius",5,32
"Wall Of Voodoo",5,0
"La Nueva Rebelión",5,0
"Lee Wilson",5,0
"Mario Lora",5,0
"Yolanda Adams",5,4
"Sky Rompiendo",5,0
"Native Beach",5,0
"Janis Joplin",5,0
"Norman Carter",5,0
"Monaleo",5,0
"Los Fugitivos",5,0
"Raphaël Chassin",5,0
"Young",5,5
"Baby Rasta",5,0
"Matthew Murray",5,0
"Costa Chica",5,0
"Shubham Rangra",5,0
"Salsa Tropical",5,0
"Kat Hasty",5,0
"Sister Sledge",5,13
"I AM THEY",5,0
"Mari Tang",5,0
"Off the Record Karaoke",5,0
"JVKE",5,0
"Johnny Rivers",5,0
"Rehnasha R S",5,0
"Grupo Niche",5,11
"Los Titanes De Durango",5,0
"Brazeros Musical De Durango",5,0
"Captain Joz",5,0
"Erica Campbell",5,11
"DJ Italia",5,0
"Dimitri Vegas",4,3
"LUDMILLA",4,2
"Dj Sav",4,0
"The Unlikely Candidates",4,17
"James Corden",4,0
"Big Punisher",4,0
"Max Stalling",4,1
"Arta",4,0
"Andrew Murray",4,0
"Laura Pausini",4,6
"DJ Kush",4,0
"M83",4,0
"NLE The Great",4,0
"Steve Vai",4,50
"Yc",4,2
"Augie Rios",4,0
"Los Bondadosos",4,0
"Cosculluela",4,0
"Los Saylor's",4,0
"Ro James",4,24
"Hootie And The Blowfish",4,0
"Carly Simon",4,0
"Dj Quick",4,0
"Mario Bautista",4,1
"Kellie Pickler",4,0
"Musica para Estudiar",4,0
"Ray Parker Jr.",4,0
"Noriega",4,0
"Killwhitneydead",4,0
"Luke Miltenburg",4,0
"The Blues Brothers",4,1
"Hannah Kerr",4,0
"Kavi Synatra",4,0
"Clinton Sparks",4,0
"DJ Nahuel Gonzalez",4,0
"Ian Nickus",4,0
"God Lives Underwater",4,0
"Shop Boyz",4,0
"Kendo Kaponi",4,0
"Lil Naay",4,0
"Emir Boscan Y Los Tomasinos",4,0
"Brenda K. Starr",4,2
"Ello. C",4,0
"Henny B",4,0
"Daffy",4,0
"Harry Valentine",4,0
"Canned Heat",4,2
"Dj Paradox RLP",4,0
"Heavy D & The Boyz",4,0
"Anna Kendrick",4,0
"Candyman",4,3
"Matthew Lawrence",4,0
"Coko",4,0
"American Authors",4,1
"Ted B. Barnes",4,0
"Qua the King",4,0
"ATEEZ",4,13
"Ruff Endz",4,1
"Rick & Bubba",4,0
"Los Rojos",4,0
"Eddy Pradelles",4,0
"Al B. Sure!",4,0
"The Stylistics",4,26
"Arijit Singh",4,0
"Brian Burns",4,0
"Ten Years After",4,0
"Shabba Ranks",4,0
"DJ SevenStyle",4,0
"Downhere",4,0
"Key-Key",4,0
"Digital Underground",4,2
"The Supremes",4,0
"Cliff Richard",4,9
"Mach & Daddy",4,0
"Carl Thomas",4,5
"Lo Mejor del Rock de los 80",4,0
"Ashtraylol",4,0
"Mickael Carreira",4,0
"Bill Withers",4,0
"Mad Cobra",4,0
"David Leonard",4,0
"John Williams",4,5
"Tasha Cobbs Leonard",4,26
"LANCO",4,4
"Tanya Tucker",4,9
"Captain Hollywood Project",4,0
"Gareth Thomas",4,0
"Melvin Crispell III",4,0
"Chad Brock",4,0
"Zooey Deschanel",4,0
"Srob",4,0
"Masire",4,0
"Is0kenny",4,0
"The Brothers CHRIST",4,0
"Eric De La Torre",4,0
"Jamestown Revival",4,4
"The Firm",4,0
"The Rascals",4,10
"Danny Boy",4,0
"David Muir",4,0
"Young Dolph",4,0
"Aino Jawo",4,0
"Rendy",4,0
"Jefferson Starship",4,43
"Víctor Manuelle",4,7
"Haze",4,0
"Craig Linder",4,0
"Andy B",4,0
"Leela James",4,12
"Linsey Davis",4,0
"Lani Blue",4,0
"Bonehead",4,0
"Young Bower",4,0
"Kelis",4,0
"Crime Mob",4,0
"Martin Y Malena",4,0
"Xeno Z",4,0
"Julión Álvarez",4,0
"Eduard Mix TMR",4,0
"Blind Faith",4,0
"Tommy Valles",4,0
"DJ Alan Gomez",4,0
"BSGFAII",4,0
"Old School",4,0
"Germán Montero",4,0
"Jose E Sanchez Jr",4,0
"Sarapura",4,0
"Ron Funches",4,0
"Rotimi",4,18
"Tristan Roberson",4,0
"Luis Perez Meza",4,0
"Don McLean",4,9
"Alex Rivera",4,0
